accession,secondary_accessions,name,synonyms,chemical_formula,iupac_name,cas_registry_number,smiles,inchi,inchikey,monisotopic_molecular_weight,average_molecular_weight,file_name,dim
HMDB0000230,"['HMDB0000800', 'HMDB00230', 'HMDB00800']",N-Acetylneuraminic acid,"['5-N-ACETYL-BETA-D-neuraminIC ACID', 'beta-Neu5ac', '5-N-ACETYL-b-D-neuraminate', '5-N-ACETYL-b-D-neuraminic acid', '5-N-ACETYL-beta-D-neuraminate', '5-N-ACETYL-β-D-neuraminate', '5-N-ACETYL-β-D-neuraminic acid', 'b-Neu5ac', 'Β-neu5ac', 'N-Acetylneuraminate', '5-(Acetylamino)-3,5-dideoxy-D-glycero-b-D-galacto-2-nonulopyranosonate', '5-(Acetylamino)-3,5-dideoxy-D-glycero-b-D-galacto-2-nonulopyranosonic acid', '5-(Acetylamino)-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonate', '5-(Acetylamino)-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid', '5-(Acetylamino)-3,5-dideoxy-delta-glycero-beta-delta-galacto-2-nonulopyranosonate', '5-(Acetylamino)-3,5-dideoxy-delta-glycero-beta-delta-galacto-2-nonulopyranosonic acid', '5-(Acetylamino)-3,5-dideoxy-delta-glycero-delta-galacto-2-nonulosonate', '5-(Acetylamino)-3,5-dideoxy-delta-glycero-delta-galacto-2-nonulosonic acid', '5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-nonulosonate', '5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-nonulosonic acid', '5-Acetamido-3,5-dideoxy-delta-glycero-delta-galacto-nonulosonate', '5-Acetamido-3,5-dideoxy-delta-glycero-delta-galacto-nonulosonic acid', '5-N-Acetyl-beta-delta-neuraminic acid', '5-N-Acetyl-D-neuraminate', '5-N-Acetyl-D-neuraminic acid', '5-N-Acetyl-delta-neuraminate', '5-N-Acetyl-delta-neuraminic acid', '5-N-Acetylneuraminate', '5-N-Acetylneuraminic acid', 'Aceneuramate', 'Aceneuramic acid', 'Acetylneuraminate', 'Acetylneuraminic acid', 'b-5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-nonulopyranosonate', 'b-5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-nonulopyranosonic acid', 'b-Sialic acid', 'beta-5-Acetamido-3,5-dideoxy-delta-glycero-delta-galacto-nonulopyranosonate', 'beta-5-Acetamido-3,5-dideoxy-delta-glycero-delta-galacto-nonulopyranosonic acid', 'beta-Sialic acid', 'Lactaminate', 'Lactaminic acid', 'N-Acetyl-b-D-neuraminate', 'N-Acetyl-b-D-neuraminic acid', 'N-Acetyl-b-neuraminate', 'N-Acetyl-beta-delta-neuraminate', 'N-Acetyl-beta-delta-neuraminic acid', 'N-Acetyl-beta-neuraminate', 'N-Acetyl-D-neuraminate', 'N-Acetyl-D-neuraminic acid', 'N-Acetyl-delta-neuraminate', 'N-Acetyl-delta-neuraminic acid', 'N-Acetyl-neuraminate', 'N-Acetyl-neuraminic acid', 'N-Acetylneuramate', 'N-Acetylneuramic acid', 'N-Acetylsialate', 'N-Acetylsialic acid', 'NAN', 'NANA', 'Neu5ac', 'Sialic acid', 'Acid, sialic', 'Acid, N-acetylneuraminic', 'N Acetylneuraminic acid', 'N-Acetyl-beta-D-neuraminic acid', 'N-Acetyl-beta-neuraminic acid', 'N-Acetyl-β-D-neuraminic acid', 'N-Acetyl-β-neuraminic acid', 'N-Acetylneuraminic acid']",C11H19NO9,"(2S,4S,5R,6R)-5-acetamido-2,4-dihydroxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid",19342-33-7,[H][C@]1(O[C@@](O)(C[C@H](O)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,"InChI=1S/C11H19NO9/c1-4(14)12-7-5(15)2-11(20,10(18)19)21-9(7)8(17)6(16)3-13/h5-9,13,15-17,20H,2-3H2,1H3,(H,12,14)(H,18,19)/t5-,6+,7+,8+,9+,11-/m0/s1",SQVRNKJHWKZAKO-PFQGKNLYSA-N,309.105981211,309.2699,HMDB0000230_nmroned_1247_28856.txt,nmroned
HMDB0000232,['HMDB00232'],Quinolinic acid,"['2,3-Pyridinedicarboxylic acid', 'Pyridine-2,3-dicarboxylate', '2,3-Pyridinedicarboxylate', 'Quinolinate', 'Pyridine-2,3-dicarboxylic acid', '3,4-Pyridinedicarboxylic acid', 'Pyridin-2,3-dicarbonsaeure', 'Pyridine-2,3-carboxylate', 'Quinolinic acid']",C7H5NO4,"pyridine-2,3-dicarboxylic acid",89-00-9,OC(=O)C1=CC=CN=C1C(O)=O,"InChI=1S/C7H5NO4/c9-6(10)4-2-1-3-8-5(4)7(11)12/h1-3H,(H,9,10)(H,11,12)",GJAWHXHKYYXBSV-UHFFFAOYSA-N,167.021857653,167.1189,HMDB0000232_nmroned_1249_28864.txt,nmroned
HMDB0000234,['HMDB00234'],Testosterone,"['17beta-Hydroxy-4-androsten-3-one', '4-Androsten-17beta-ol-3-one', 'Androderm', 'Testosteron', 'Testosterona', 'Testosteronum', 'Androgel', 'Axiron', 'Striant', 'Testim', '17b-Hydroxy-4-androsten-3-one', '17Β-hydroxy-4-androsten-3-one', '4-Androsten-17b-ol-3-one', '4-Androsten-17β-ol-3-one', '(+)-Testosterone', '(+-)-8-Iso-testosterone', '(+-)-Retrotestosterone', '(+-)-Testosterone', '(17b)-17-Hydroxy-androst-4-en-3-one', '13-Iso-testosterone', '17-Hydroxy-10,13-dimethyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-cyclopenta[a]phenanthren-3-one', '17-Hydroxy-androst-4-en-3-one', '17-Hydroxy-D4-androsten-3-one', '17a-Hydroxy-(13a)-androst-4-en-3-one', '17a-Hydroxy-13a-androst-4-en-3-one', '17a-Hydroxy-14b-androst-4-en-3-one', '17a-Hydroxy-androst-4-en-3-one', '17b-Hydroxy-(10a)-androst-4-en-3-one', '17b-Hydroxy-(13a)-androst-4-en-3-one', '17b-Hydroxy-(8a)-androst-4-en-3-one', '17b-Hydroxy-(8a,10a)-androst-4-en-3-one', '17b-Hydroxy-(9b)-androst-4-en-3-one', '17b-Hydroxy-(9b,10a)-androst-4-en-3-one', '17b-Hydroxy-13a-androst-4-en-3-one', '17b-Hydroxy-8a-androst-4-en-3-one', '17b-Hydroxy-androst-4-en-3-ON', '17b-Hydroxy-androst-4-en-3-one', '17b-Hydroxy-D4-androsten-3-one', '17b-Hydroxyandrost-4-en-3-one', '17b-Hydroxyandrost-4-ene-3-one', '17b-Testosterone', '4-Androsten-3-one-17b-ol', '8-Iso-testosterone', '9b,10a-Testosterone', '9b-Testosterone', 'Androlin', 'Andronaq', 'Andropatch', 'Androst-4-en-17b-ol-3-one', 'Androst-4-ene-17b-ol-3-one', 'Andrusol', 'Cristerona T', 'D4-Androsten-17b-ol-3-one', 'Epitestosteron', 'Geno-cristaux gremy', 'Homosteron', 'Homosterone', 'Lumitestosteron', 'Mertestate', 'Neotestis', 'Oreton', 'Orquisteron', 'Perandren', 'Percutacrine androgenique', 'Primotest', 'Primoteston', 'rac-17b-Hydroxy-(13a)androst-4-en-3-one', 'rac-17b-Hydroxy-(8a)-androst-4-en-3-one', 'rac-17b-Hydroxy-(9b,10a)androst-4-en-3-one', 'rac-17b-Hydroxy-androst-4-en-3-one', 'Relibra', 'Retrotestosterone', 'Sustanon', 'Sustanone', 'Sustason 250', 'Synandrol F', 'Teslen', 'Testandrone', 'Testiculosterone', 'Testobase', 'Testoderm', 'Testogel', 'Testolent', 'Testolin', 'Testopropon', 'Testosteroid', 'Testoviron schering', 'Testoviron T', 'Testro aq', 'Testrone', 'Testryl', 'Tostrelle', 'Tostrex', 'Viatrel', 'Virormone', 'Virosterone', 'Androtop', 'CEPA brand OF testosterone', 'Histerone', 'SmithKline beecham brand OF testosterone', 'Solvay brand OF testosterone', 'Sterotate', '17-beta-Hydroxy-8 alpha-4-androsten-3-one', 'AstraZeneca brand OF testosterone', 'Bartor brand OF testosterone', 'Dr. kade brand OF testosterone', 'Ferring brand OF testosterone', 'Hauck brand OF testosterone', 'Pasadena brand OF testosterone', 'Testosterone sulfate', 'Ulmer brand OF testosterone', 'Unimed brand OF testosterone', 'Watson brand OF testosterone', '17-beta-Hydroxy-4-androsten-3-one', '8 Isotestosterone', '8-Isotestosterone', 'Auxilium pharmaceuticals inc. brand OF testosterone', 'Faulding brand OF testosterone', 'Paladin brand OF testosterone', 'Schering brand OF testosterone', '17 beta Hydroxy 4 androsten 3 one', '17 beta Hydroxy 8 alpha 4 androsten 3 one', 'GlaxoSmithKline brand OF testosterone', 'Ortho brand OF testosterone', 'Testopel']",C19H28O2,"(1S,2R,10R,11S,14S,15S)-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one",58-22-0,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-17,21H,3-10H2,1-2H3/t14-,15-,16-,17-,18-,19-/m0/s1",MUMGGOZAMZWBJJ-DYKIIFRCSA-N,288.20893014,288.4244,HMDB0000234_nmroned_1252_28876.txt,nmroned
HMDB0000235,['HMDB00235'],Thiamine,"['3-(4-AMINO-2-methyl-pyrimidin-5-ylmethyl)-5-(2-hydroxy-ethyl)-4-methyl-thiazol-3-ium', 'Aneurin', 'Antiberiberi factor', 'Thiamin', 'Thiamine(1+) ion', 'Thiaminium', 'Vitamin b1', 'Apate drops', 'Beatine', 'Bedome', 'Begiolan', 'Benerva', 'Bequin', 'Berin', 'Betalin S', 'Betaxin', 'Bethiazine', 'Beuion', 'Bevitex', 'Bevitine', 'Bewon', 'Biamine', 'Bithiamin', 'Biuno', 'Bivatin', 'Bivita', 'Cernevit-12', 'Clotiamina', 'Eskapen', 'Eskaphen', 'Hybee', 'Lixa-beta', 'Metabolin', 'Slowten', 'THD', 'Thiadoxine', 'Thiaminal', 'Thiamol', 'Thiavit', 'Tiamidon', 'Tiaminal', 'Trophite', 'Vetalin S', 'VIB', 'Vinothiam', 'Vitaneuron', 'Mononitrate, thiamine', 'Thiamine mononitrate', 'Vitamin b 1']",C12H17N4OS,"3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-5-(2-hydroxyethyl)-4-methyl-1,3-thiazol-3-ium",70-16-6,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1",JZRWCGZRTZMZEH-UHFFFAOYSA-N,265.112306876,265.355,HMDB0000235_nmroned_1255_28888.txt,nmroned
HMDB0000237,['HMDB00237'],Propionic acid,"['Acide propanoique', 'Acide propionique', 'Carboxyethane', 'CH3-CH2-COOH', 'Ethanecarboxylic acid', 'Ethylformic acid', 'Metacetonic acid', 'Methylacetic acid', 'PA', 'Propanoic acid', 'Propioic acid', 'Propionsaeure', 'Propoic acid', 'Pseudoacetic acid', 'Propionate', 'Ethanecarboxylate', 'Ethylformate', 'Metacetonate', 'Methylacetate', 'Propanoate', 'Propioate', 'Propoate', 'Pseudoacetate', 'Adofeed', 'Antischim b', 'Luprosil', 'MonoProp', 'Propanate', 'Propcorn', 'Propkorn', 'Prozoin', 'Toxi-check', 'Propionic acid, zinc salt', 'Potassium propionate', 'Chromium propionate', 'Lithium propanoate', 'Zinc propionate']",C3H6O2,propanoic acid,79-09-4,CCC(O)=O,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",XBDQKXXYIPTUBI-UHFFFAOYSA-N,74.036779436,74.0785,HMDB0000237_nmroned_1257_28897.txt,nmroned
HMDB0000239,"['HMDB0002075', 'HMDB00239', 'HMDB02075']",Pyridoxine,"['2-Methyl-3-hydroxy-4,5-dihydroxymethylpyridine', '3-Hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine', '3-Hydroxy-4,5-dimethylol-alpha-picoline', '5-Hydroxy-6-methyl-3,4-pyridinedimethanol', 'Pyridoxol', 'Vitamin b6', '3-Hydroxy-4,5-dimethylol-a-picoline', '3-Hydroxy-4,5-dimethylol-α-picoline', '2-Methyl-3-hydroxy-4,5-bis(hydroxymethyl)pyridine', '2-Methyl-3-hydroxy-4,5-di(hydroxymethyl)pyridine', '2-Methyl-4,5-bis(hydroxymethyl)-3-hydroxypyridine', '3-Hydroxy-2-picoline-4,5-dimethanol', 'Adermine', 'Gravidox', 'Hydoxin', 'Piridossina', 'Piridoxina', 'Pyridoxin', 'Pyridoxinum', 'Pyridoxolum', 'Pyridoxol hydrochloride', 'Rodex', 'Pyridoxine hydrochloride']",C8H11NO3,"4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol",65-23-6,CC1=C(O)C(CO)=C(CO)C=N1,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",LXNHXLLTXMVWPM-UHFFFAOYSA-N,169.073893223,169.1778,HMDB0000239_nmroned_1262_28918.txt,nmroned
HMDB0000243,['HMDB00243'],Pyruvic acid,"['2-Ketopropionic acid', '2-Oxopropanoic acid', '2-Oxopropansaeure', '2-Oxopropionsaeure', 'Acetylformic acid', 'Acide pyruvique', 'alpha-Ketopropionic acid', 'alpha-Oxopropionsaeure', 'Brenztraubensaeure', 'BTS', 'CH3COCOOH', 'Pyroracemic acid', '2-Oxopropanoate', '2-Ketopropionate', 'Acetylformate', 'a-Ketopropionate', 'a-Ketopropionic acid', 'alpha-Ketopropionate', 'Α-ketopropionate', 'Α-ketopropionic acid', 'a-Oxopropionsaeure', 'Α-oxopropionsaeure', 'Pyroracemate', 'Pyruvate', '2-Oxopropionate', '2-Oxopropionic acid', 'Acid, pyruvic', 'Pyruvic acid', 'alpha-Ketopropanoic acid', 'α-Ketopropanoic acid']",C3H4O3,2-oxopropanoic acid,127-17-3,CC(=O)C(O)=O,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)",LCTONWCANYUPML-UHFFFAOYSA-N,88.016043994,88.0621,HMDB0000243_nmroned_1266_28935.txt,nmroned
HMDB0000244,['HMDB00244'],Riboflavin,"['1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol', '6,7-Dimethyl-9-D-ribitylisoalloxazine', '7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)benzo[g]pteridine-2,4(3H,10H)-dione', '7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine', '7,8-Dimethyl-10-ribitylisoalloxazine', 'e101', 'Lactoflavin', 'Riboflavina', 'RIBOFLAVINE', 'Riboflavinum', 'Vitamin b2', 'Vitamin g', 'Bisulase', '(-)-Riboflavin', '1-Deoxy-1-(3,4-dihydro-7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10(2H)-yl)-D-ribitol', '6,7-Dimethyl-9-ribitylisoalloxazine', '7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)-benzo[g]pteridine-2,4(3H,10H)-dione', 'Beflavin', 'Beflavine', 'Benzo[g]pteridine riboflavin deriv.', 'e 101', 'Flavaxin', 'Flavin BB', 'Flaxain', 'FOOD Yellow 15', 'Hyre', 'Lactobene', 'Lactoflavine', 'Ribipca', 'Ribocrisina', 'Riboderm', 'Ribosyn', 'Ribotone', 'Ribovel', 'Russupteridine yellow III', 'San yellow b', 'Vitaflavine', 'Vitasan b2', 'Vitamin b 2']",C17H20N4O6,"7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-2H,3H,4H,10H-benzo[g]pteridine-2,4-dione",83-88-5,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1,"InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1",AUNGANRZJHBGPY-SCRDCRAPSA-N,376.138284392,376.3639,HMDB0000244_nmroned_1268_28945.txt,nmroned
HMDB0000246,['HMDB00246'],Tetrahydrofuran,"['1,4-Epoxybutane', 'Butane alpha,delta-oxide', 'Butylene oxide', 'Furanidine', 'Tetramethylene oxide', 'THF', 'Butane a,delta-oxide', 'Butane α,δ-oxide', 'Butane a,δ-oxide', '1,4-Epoxy-butane', 'Butane a,D-oxide', 'Cyclotetramethylene', 'Cyclotetramethylene oxide', 'Diethylene oxide', 'Hydrofuran', 'Oxacyclopentane', 'Oxolane', 'Polytetrahydrofuran', 'Tetrahydrofuraan', 'Tetrahydrofurane', 'Tetrahydrofuranne', 'Tetraidrofurano', 'Tetrahydrofuran']",C4H8O,oxolane,109-99-9,C1CCOC1,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,WYURNTSHIVDZCO-UHFFFAOYSA-N,72.057514878,72.1057,HMDB0000246_nmroned_1271_28957.txt,nmroned
HMDB0000247,['HMDB00247'],Sorbitol,"['(-)-Sorbitol', '(2R,3R,4R,5S)-Hexane-1,2,3,4,5,6-hexol', 'D-(-)-Sorbitol', 'D-Sorbit', 'D-SORBITOL', 'e 420', 'e-420', 'e420', 'g-Ol', 'GLC-Ol', 'L-Gulitol', 'D-Glucitol', 'Sorbitol 3% in plastic container', 'D-Sorbol', 'Diakarmon', 'Esasorb', 'Foodol D 70', 'Glucarine', 'Glucitol', 'Karion', 'Karion instant', 'Kyowa powder 50m', 'Multitol', 'Neosorb', 'Neosorb 20/60dC', 'Neosorb 70/02', 'Neosorb 70/70', 'Neosorb p 20/60', 'Neosorb p 60', 'Neosorb p 60W', 'Nivitin', 'Resulax', 'Sionit', 'Sionit K', 'Sionite', 'Sionon', 'Siosan', 'Sorbex m', 'Sorbex R', 'Sorbex RP', 'Sorbex S', 'Sorbex X', 'Sorbilande', 'Sorbilax', 'Sorbit', 'Sorbit D 70', 'Sorbit D-powder', 'Sorbit DP', 'Sorbit DP 50', 'Sorbit kyowa powder 50m', 'Sorbit L 70', 'Sorbit S', 'Sorbit T 70', 'Sorbit W 70', 'Sorbit W-powder', 'Sorbit W-powder 50', 'Sorbit WP', 'Sorbite', 'Sorbitol F', 'Sorbitol FK', 'Sorbitol FP', 'Sorbitol S', 'Sorbitol syrup C', 'Sorbitur', 'Sorbo', 'Sorbogem 712', 'Sorbol', 'Sorbostyl', 'Medefield brand OF sorbitol', 'Sorbitol pfizer brand', 'Yal', 'Klysma sorbit', 'Medevac', 'Trommsdorff brand OF sorbitol', 'Baxter brand OF sorbitol', 'Pfizer brand OF sorbitol']",C6H14O6,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",50-70-4,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1",FBPFZTCFMRRESA-JGWLITMVSA-N,182.07903818,182.1718,HMDB0000247_nmroned_1273_28966.txt,nmroned
HMDB0000248,"['HMDB0001918', 'HMDB00248', 'HMDB01918']",Thyroxine,"[""3,3',5,5'-Tetraiodo-L-thyronine"", ""3,5,3',5'-TETRAIODO-L-thyronine"", '4-(4-Hydroxy-3,5-diiodophenoxy)-3,5-diiodo-L-phenylalanine', 'L-T4', 'Levothyroxin', 'Levothyroxine', 'LT4', 'O-(4-Hydroxy-3,5-diiodophenyl)-3,5-diiodo-L-tyrosine', 'T4', 'L-Thyroxine', 'O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine', ""3,5,3'5'-Tetraiodo-L-thyronine"", 'Forthyron', '(-)-Thyroxine', ""3,3',5,5''-tetraiodo-L-Thyronine"", ""3,5,3',5'-Tetraiodothyronine"", 'D-Thyroxine', 'DL-Thyroxin', 'Henning', ""L-3,5,3',5'-Tetraiodothyronine"", 'L-Thyroxin', 'Laevothyroxinum', 'Levothroid', 'Levothyroxine sodium', 'Levothyroxinum', 'Levoxyl', 'Prestwick_548', 'Synthroid', 'Tetraiodothyronine', 'Tetramet', 'THX', 'Thyratabs', 'Thyrax', 'Thyreoideum', 'Thyroxin', 'Thyroxinal', 'Thyroxine I 125', 'Thyroxine iodine', 'Allphar brand OF levothyroxine sodium', 'Berlthyrox', 'Delalande, levothyroxin', 'Dexnon', 'Eferox', 'Eltroxin', 'Kern brand OF levothyroxine sodium', 'L-Thyrox', 'L-Thyroxin henning', 'L-Thyroxin beta', 'L-Thyroxine roche', 'Levothyroxin deladande', 'Lévothyrox', 'Merck lipha santé brand OF levothyroxine sodium', 'Nourypharma brand OF levothyroxine sodium', 'Oroxine', 'Aventis brand OF levothyroxine sodium', 'Euthyrox', 'Eutirox', 'Forest brand OF levothyroxine sodium', 'Genpharm brand OF levothyroxine sodium', 'GlaxoSmithKline brand OF levothyroxine sodium', 'Goldshield brand OF levothyroxine sodium', 'LThyroxin henning', 'levo-T', 'Sanofi synthelabo brand OF levothyroxine sodium', 'Sigma brand OF levothyroxine sodium', 'Synthrox', 'Thevier', 'Watson brand OF levothyroxine sodium', 'Berlin chemie brand OF levothyroxine sodium', 'Delalande brand OF levothyroxine sodium', 'Eltroxine', 'Hexal brand 2 OF levothyroxine sodium', 'L Thyroxine roche', 'Novothyral', 'Tiroidine', 'Vortex brand OF levothyroxine sodium', 'Abbot brand OF levothyroxine sodium', 'Berlin-chemie brand OF levothyroxine sodium', 'Byk brand OF levothyroxine sodium', 'Deladande, levothyroxin', 'GlaxoWellcome brand OF levothyroxine sodium', 'Henning berlin brand OF levothyroxine sodium', 'Hexal brand 1 OF levothyroxine sodium', 'L Thyrox', 'L Thyroxin henning', 'L Thyroxin beta', 'L Thyroxine', 'LThyroxin beta', 'leo, Tiroxina', 'levo T', 'LevoT', 'Levothyroid', 'Levothyroxin delalande', 'Levoxine', 'Merck brand OF levothyroxine sodium', 'Monarch brand OF levothyroxine sodium', 'Mova brand OF levothyroxine sodium', 'Novothyrox', 'O-(4-Hydroxy-3,5-diiodophenyl) 3,5-diiodo-L-tyrosine', 'O-(4-Hydroxy-3,5-diiodophenyl)-3,5-diiodotyrosine', 'Roche brand OF levothyroxine sodium', 'Rudefsa brand OF levothyroxine sodium', 'Sodium levothyroxine', 'T4 Thyroid hormone', 'Thyroid hormone, T4', 'Tiroxina leo', 'Unithroid', 'Betapharm brand OF levothyroxine sodium']",C15H11I4NO4,"(2S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid",51-48-9,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,"InChI=1S/C15H11I4NO4/c16-8-4-7(5-9(17)13(8)21)24-14-10(18)1-6(2-11(14)19)3-12(20)15(22)23/h1-2,4-5,12,21H,3,20H2,(H,22,23)/t12-/m0/s1",XUIIKFGFIJCVMT-LBPRGKRZSA-N,776.686681525,776.87,HMDB0000248_nmroned_1276_28979.txt,nmroned
HMDB0000251,['HMDB00251'],Taurine,"['2-Aminoethanesulfonic acid', '2-Aminoethyl sulfonate', 'Aminoethylsulfonic acid', 'beta-Aminoethylsulfonic acid', '2-Aminoethanesulfonate', '2-Aminoethanesulphonate', '2-Aminoethanesulphonic acid', '2-Aminoethyl sulfonic acid', '2-Aminoethyl sulphonate', '2-Aminoethyl sulphonic acid', 'Aminoethylsulfonate', 'Aminoethylsulphonate', 'Aminoethylsulphonic acid', 'b-Aminoethylsulfonate', 'b-Aminoethylsulfonic acid', 'b-Aminoethylsulphonate', 'b-Aminoethylsulphonic acid', 'beta-Aminoethylsulfonate', 'beta-Aminoethylsulphonate', 'beta-Aminoethylsulphonic acid', 'Β-aminoethylsulfonate', 'Β-aminoethylsulfonic acid', 'Β-aminoethylsulphonate', 'Β-aminoethylsulphonic acid', '1-Aminoethane-2-sulfonate', '1-Aminoethane-2-sulfonic acid', '2-Aminoethylsulfonate', '2-Aminoethylsulfonic acid', '2-Sulfoethylamine', 'Taurine hydrochloride', 'Taurine zinc salt (2:1)', 'Taurine, monopotassium salt', 'Taufon', 'Tauphon']",C2H7NO3S,2-aminoethane-1-sulfonic acid,107-35-7,NCCS(O)(=O)=O,"InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)",XOAAWQZATWQOTB-UHFFFAOYSA-N,125.014663785,125.147,HMDB0000251_nmroned_1277_28984.txt,nmroned
HMDB0000252,['HMDB00252'],Sphingosine,"['(2S,3R)-(e)-2-Amino-1,3-dihydroxy-4-octadecene', '(2S,3R,4E)-2-Amino-3-hydroxyoctadec-4-ene-1-ol', '(2S,3R,4E)-2-Amino-4-octadecene-1,3-diol', '(2S,3R,e)-2-Aminooctadec-4-ene-1,3-diol', '(4E)-Sphing-4-enine', '(4E)-Sphingenine', '(e)-2-Amino-4-octadecan-1,3-diol', '(e)-D-Erythro-4-octadecene-1,3-diol', '2-Amino-4-octadecene-1,3-diol', 'C18 Sphingosine', 'D-(+)-Erythro-1,3-dihydroxy-2-amino-4-trans-octadecene', 'D-Erythro-sphingosine', 'Sph', 'Sphing-4-enine', 'Sphingenine', 'Sphingoid', 'Sphingosin', 'Sphingosine D18:1', 'trans-4-Sphingenine', 'trans-D-Erythro-2-amino-4-octadecene-1,3-diol', '4-Sphingenine', '4 Sphingenine', '(-)-D-erythro-Sphingosine', '(-)-Sphingosine', '(2S,3R)-Sphingosine', '4-trans-Sphingenine', 'C18-Sphingosine', 'D-(+)-erythro-4-trans-Sphingenine', 'D-Sphingosine', 'D-erythro-C18-Sphingosine', 'Erythrosphingosine', 'Sphingosine', 'erythro-4-Sphingenine', 'erythro-C18-Sphingosine', 'SP(d18:1)']",C18H37NO2,"(2S,3R,4E)-2-aminooctadec-4-ene-1,3-diol",123-78-4,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)CO,"InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/b15-14+/t17-,18+/m0/s1",WWUZIQQURGPMPG-KRWOKUGFSA-N,299.282429433,299.4919,HMDB0000252_nmroned_5241_2734312.txt,nmroned
